appid,name,release_date,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
15700,Oddworld: Abe's Oddysee®                 ,2008-08-28,0,0,2739,442,387,217
15710,Oddworld: Abe's Exoddus®                 ,2008-08-28,0,0,806,48,67,67
15740,Oddworld: Munch's Oddysee                 ,2010-12-20,0,38,437,155,3,3
15750,Oddworld: Stranger's Wrath HD             ,2010-12-20,0,36,759,139,98,98
15800,Planet Busters                            ,2008-06-30,0,9,1,1,0,0
15900,7 Wonders II                              ,2008-06-10,0,0,92,29,0,0
15910,Luxor Amun Rising                         ,2008-06-10,0,0,6,3,0,0
15920,Luxor 2                                   ,2008-06-10,0,0,7,14,0,0
15930,Luxor 3                                   ,2008-06-10,0,0,52,14,102,102
15960,Little Farm                               ,2008-06-10,0,0,73,35,0,0
15970,Luxor                                     ,2008-06-10,0,0,29,14,0,0
16000,Discovery! A Seek and Find Adventure      ,2008-07-29,0,0,20,29,0,0
16020,Samantha Swift and the Hidden Roses of Ath,2008-10-31,0,0,30,23,0,0
16030,7 Wonders: Treasures of Seven             ,2008-11-14,0,0,57,21,0,0
16040,Luxor: Quest for the Afterlife            ,2008-12-15,0,0,29,14,0,0
16060,Samantha Swift and the Golden Touch       ,2009-04-29,0,0,26,25,0,0
16100,Virtual Villagers: A New Home             ,2008-05-12,0,0,20,7,0,0
16110,Virtual Villagers: The Lost Children      ,2008-05-12,0,0,11,3,0,0
16120,Plant Tycoon                              ,2008-05-12,0,0,48,5,0,0
16130,Fish Tycoon                               ,2008-05-12,0,0,35,8,0,0
16180,Virtual Villagers - The Secret City       ,2008-05-28,0,0,32,7,0,0
16200,Virtual Families                          ,2009-05-06,0,0,20,7,0,0
16450,F.E.A.R. 2: Project Origin                ,2009-02-12,0,0,3274,509,301,367
16500,Chaos Theory                              ,2008-05-22,0,12,10,1,0,0
16600,Trials 2: Second Edition                  ,2008-05-28,0,25,169,33,382,382
16620,Monster Trucks Nitro                      ,2009-01-29,0,0,21,13,0,0
16710,Insecticide Part 1                        ,2008-07-01,0,0,308,110,264,265
16720,Velvet Assassin                           ,2009-05-01,0,0,1219,832,9,10
16730,Legendary                                 ,2008-12-01,0,0,1095,1000,90,90
16810,Sid Meier's Civilization IV: Colonization ,2008-09-23,0,0,330,95,1,1
16900,GROUND BRANCH                             ,2018-08-14,0,0,599,143,0,0
17080,Tribes: Ascend                            ,2012-06-27,0,0,6470,1738,128,75
17100,Children of the Nile: Enhanced Edition    ,2008-07-08,0,16,180,38,0,0
17120,Children of the Nile: Alexandria          ,2008-09-22,0,4,54,13,0,0
17140,Hinterland                                ,2008-09-30,0,9,113,38,0,0
17180,Mosby's Confederacy                       ,2008-11-19,0,13,15,6,0,0
17300,Crysis                                    ,2008-09-17,0,0,6075,1277,313,105
17330,Crysis Warhead®                          ,2008-09-17,0,0,1694,312,18,29
17390,SPORE™                                  ,2008-12-19,0,0,15101,2014,1142,764
17410,Mirror's Edge™                          ,2009-01-14,0,0,17880,2341,260,172
17430,Need for Speed Undercover                 ,2008-12-19,0,0,2351,1081,916,1046
17440,SPORE™ Creepy & Cute Parts Pack         ,2008-12-19,0,0,481,100,171,240
17450,Dragon Age: Origins                       ,2009-11-05,0,0,6207,468,2061,2889
17460,Mass Effect                               ,2008-12-19,0,0,10107,666,612,633
17470,Dead Space                                ,2009-01-09,0,0,9136,1049,295,178
17480,Command & Conquer: Red Alert 3            ,2009-01-08,0,0,4390,855,575,395
17500,Zombie Panic! Source                      ,2008-10-03,0,106,5267,914,948,86
17570,"Pirates, Vikings, and Knights II          ",2010-02-12,0,247,3839,582,117,197
17710,Nuclear Dawn                              ,2011-09-26,0,58,1675,441,971,1184
17740,Empires Mod                               ,2008-07-28,0,8,663,115,701,1378
18000,"Precipice of Darkness, Episode One        ",2008-05-21,0,12,394,42,7,7
18020,"Precipice of Darkness, Episode Two        ",2008-11-07,0,12,118,23,0,0
18040,DeathSpank                                ,2010-10-25,0,12,540,34,1008,1008
18050,DeathSpank: Thongs of Virtue              ,2010-11-30,0,13,125,18,0,0
18070,The Baconing                              ,2011-08-31,0,12,149,37,14,14
18120,Unstoppable Gorg                          ,2012-01-19,0,30,190,48,37,37
18300,Spectraball                               ,2008-10-20,0,14,297,101,126,126
18400,Crazy Machines 2                          ,2008-06-20,0,0,97,108,66,66
18420,Crazy Machines                            ,2008-12-12,0,0,98,24,0,0
18470,Helldorado                                ,2009-04-30,0,0,53,23,0,0
18480,Mata Hari                                 ,2009-07-29,0,0,53,37,1,1
18500,Defense Grid: The Awakening               ,2008-12-08,0,87,3307,113,455,686
18600,Mayhem Intergalactic                      ,2009-01-22,0,21,12,10,0,0
18700,And Yet It Moves                          ,2009-04-02,0,30,735,327,17,22
18820,Zero Gear                                 ,2010-01-12,0,45,652,173,373,373
19000,Silent Hill Homecoming                    ,2009-03-02,0,0,480,437,58,73
19020,Puzzle Chronicles                         ,2010-06-25,0,12,16,8,0,0
19030,Rocket Knight                             ,2010-06-25,0,16,70,22,0,0
19080,Biozone                                   ,2010-06-25,0,0,1,13,0,0
19200,Tank Universal                            ,2008-08-21,0,27,226,190,39,63
19320,Space Ark                                 ,2012-03-16,0,11,6,8,0,0
19500,Eternity's Child                          ,2008-07-31,0,4,16,47,9,9
19800,Brothers in Arms: Earned in Blood™      ,2008-10-10,0,0,303,53,164,164
19830,Tom Clancy's Rainbow Six® 3 Gold         ,2008-09-25,0,0,811,71,43,61
19900,Far Cry® 2: Fortune's Edition            ,2008-10-22,0,0,5292,1739,257,229
19980,Prince of Persia®                        ,2008-12-10,0,0,948,266,305,399
20200,Galactic Bowling                          ,2008-10-21,0,30,6,10,0,0
20510,S.T.A.L.K.E.R.: Clear Sky                 ,2008-09-15,0,0,5550,903,716,779
20530,Red Faction                               ,2009-08-05,0,0,1327,151,79,107
20540,Company of Heroes: Tales of Valor         ,2009-04-08,0,0,1337,101,226,133
20550,Red Faction II                            ,2009-08-06,0,0,354,313,0,0
20570,"Warhammer® 40,000: Dawn of War® II Chaos",2010-03-11,16,73,1645,164,186,249
20700,Starscape                                 ,2008-11-03,0,18,50,15,12,12
20710,Mr. Robot                                 ,2008-11-03,0,13,55,12,14,14
20820,Shatter                                   ,2010-03-15,0,30,963,64,31,51
20900,The Witcher: Enhanced Edition Director's C,2008-09-16,0,0,26380,4217,773,335
20920,The Witcher 2: Assassins of Kings Enhanced,2012-04-16,0,52,36427,4710,838,320
21000,LEGO® Batman™: The Videogame           ,2008-09-29,0,0,1050,242,490,716
21010,Watchmen: The End is Nigh                 ,2009-03-04,0,0,227,120,0,0
21030,Watchmen: The End is Nigh Part 2          ,2009-07-29,16,0,97,51,0,0
21090,F.E.A.R.                                  ,2010-05-21,18,0,6371,438,389,498
21100,F.E.A.R. 3                                ,2011-06-21,18,50,5349,2030,310,298
21130,LEGO® Harry Potter: Years 1-4            ,2010-06-25,0,0,1672,460,518,989
21300,Gravitron 2                               ,2008-09-30,0,10,19,8,0,0
21400,Project Aftermath                         ,2008-10-03,0,92,10,5,0,0
21500,Pyroblazer®                              ,2008-11-13,0,0,5,3,0,0
21640,Flock!                                    ,2009-04-07,0,13,110,34,0,0
21660,Street Fighter® IV                       ,2009-07-07,0,0,295,126,0,0
21670,Bionic Commando                           ,2009-07-28,0,0,649,247,20,30
21680,Bionic Commando: Rearmed                  ,2009-07-28,18,0,453,287,15,16
21690,Resident Evil™ 5/ Biohazard 5®         ,2009-09-15,18,70,9250,1618,868,532
21780,Driver® Parallel Lines                   ,2009-02-13,0,0,367,46,0,0
21800,Tom Clancy's EndWar™                    ,2009-02-25,0,0,276,108,384,655
21980,Call of Juarez®: Bound in Blood          ,2009-07-02,0,0,1121,232,13,13
22000,World of Goo                              ,2008-10-13,0,8,3455,237,194,277
22100,Mount & Blade                             ,2008-11-03,0,0,3205,291,415,597
22120,Penumbra: Black Plague Gold Edition       ,2009-01-23,0,0,1396,79,188,189
22130,Hearts of Iron 2 Complete                 ,2009-01-23,0,0,220,48,0,0
22180,Penumbra Overture                         ,2009-03-06,0,0,1660,164,37,43
22200,Zeno Clash                                ,2009-04-21,0,22,1980,356,307,307
22230,Rock of Ages                              ,2011-09-07,0,19,2604,244,235,231
22300,Fallout 3                                 ,2008-10-28,0,0,9921,2709,588,617
22310,Rogue Warrior                             ,2009-12-01,0,45,466,240,29,29
22320,The Elder Scrolls III: Morrowind® Game of,2009-06-16,0,0,9571,540,1135,1183
22330,The Elder Scrolls IV: Oblivion® Game of t,2009-06-16,0,0,13827,826,1307,630
22350,BRINK                                     ,2011-05-09,0,43,3493,2331,181,99
22370,Fallout 3: Game of the Year Edition       ,2009-12-17,0,0,17742,4495,1242,1076
22380,Fallout: New Vegas                        ,2010-10-21,18,75,66756,3149,2485,1431
22450,Hunted: The Demon’s Forge™            ,2011-06-02,0,0,498,213,28,28
22500,Spectromancer                             ,2009-02-11,0,0,125,19,0,0
22600,Worms Reloaded                            ,2010-08-26,0,61,2478,430,327,420
22610,Alien Breed: Impact                       ,2010-06-03,0,13,776,307,7,7
22650,Alien Breed 2: Assault                    ,2010-09-22,0,13,478,226,96,96
22670,Alien Breed 3: Descent                    ,2010-11-17,0,13,242,90,1,1
23150,Fluttabyes                                ,2010-04-20,0,40,13,5,0,0
23300,Yosumin!™                               ,2009-05-26,0,0,102,64,0,0
23380,Gyromancer                                ,2009-11-18,0,0,124,113,73,73
23400,Imperium Romanum Gold Edition             ,2008-11-25,0,0,191,45,102,102
23420,Europa Universalis: Rome - Gold Edition   ,2008-12-18,0,0,123,52,4975,4975
23450,Grand Ages: Rome                          ,2009-03-05,0,0,354,138,319,319
23460,Ceville                                   ,2009-02-27,0,0,83,19,0,0
23490,Tropico 3                                 ,2009-11-13,0,0,1338,176,291,425
23500,Puzzle Quest: Galactrix                   ,2009-02-24,0,0,120,136,0,0
23530,Earth Defense Force: Insect Armageddon    ,2011-12-14,0,50,731,95,253,380
23600,Depths of Peril                           ,2010-11-23,0,0,69,24,0,0
23700,Puzzle Kingdoms                           ,2009-04-27,0,0,139,102,175,175
24010,Train Simulator 2019                      ,2015-09-17,0,1165,8573,5336,287,385
24200,DC Universe™ Online                     ,2011-11-02,0,169,10138,2654,2990,3851
24240,PAYDAY™ The Heist                       ,2011-10-20,18,56,34645,2533,444,248
24400,King Arthur - The Role-playing Wargame    ,2009-11-24,0,0,307,113,6,6
24410,Crusaders: Thy Kingdom Come               ,2009-10-08,0,0,13,11,0,0
24420,Aquaria                                   ,2008-12-15,0,27,1008,133,48,64
24460,King Arthur: Fallen Champions             ,2011-09-16,0,0,13,20,13,13
24480,King Arthur II: The Role-Playing Wargame  ,2012-01-27,0,23,188,169,46,46
24640,Trainz: Classic Cabon City                ,2010-09-01,0,0,14,29,0,0
24650,Trainz Settle and Carlisle                ,2010-10-01,0,0,13,17,0,0
24670,Trainz™ Simulator 12                    ,2011-06-08,0,50,498,364,31,31
24720,SPORE™ Galactic Adventures              ,2009-06-26,0,0,1943,453,1905,2286
24740,Burnout Paradise: The Ultimate Box        ,2009-03-12,0,0,9739,1487,431,576
24780,SimCity™ 4 Deluxe Edition               ,2010-07-20,0,0,3110,959,228,289
24790,Command & Conquer 3: Tiberium Wars        ,2009-11-13,0,0,2292,295,646,693
24800,Command & Conquer: Red Alert 3 - Uprising ,2009-10-06,0,0,1449,362,136,205
24810,Command & Conquer 3: Kane's Wrath         ,2009-11-13,0,0,1070,76,0,0
24840,Medal of Honor: Airborne                  ,2009-10-06,0,0,1725,461,28,28
24870,Need for Speed: Shift                     ,2009-10-06,0,0,1101,415,339,456
24960,Battlefield: Bad Company™ 2             ,2010-03-02,0,0,23093,3877,1200,671
24980,Mass Effect 2                             ,2010-01-28,0,0,10675,542,1087,736
25000,Overgrowth                                ,2017-10-16,0,0,3200,1315,777,1365
25010,Lugaru HD                                 ,2010-10-08,0,0,321,98,13,13
25500,Cricket Revolution                        ,2009-10-28,0,0,63,50,0,0
25600,Eschalon: Book I                          ,2009-02-10,0,0,167,25,0,0
25620,Eschalon: Book II                         ,2010-07-12,0,0,58,12,0,0
25700,Madballs in Babo:Invasion                 ,2009-09-17,0,17,198,38,54,54
25800,Europa Universalis III Complete           ,2009-02-04,0,0,1191,245,736,1065
25830,Knights of Honor                          ,2009-02-04,0,0,1018,89,35,35
25850,Elven Legacy                              ,2009-04-07,0,0,76,29,27,27
25890,Hearts of Iron III                        ,2009-08-07,0,0,3298,992,809,1364
25900,King's Bounty: The Legend                 ,2009-05-01,0,0,1290,139,356,368
25910,Supreme Ruler 2020 Gold                   ,2009-07-09,0,0,138,36,400,400
25930,East India Company                        ,2009-07-31,0,0,45,48,0,0
25980,Majesty 2                                 ,2009-09-17,0,0,305,130,0,0
25990,Majesty Gold HD                           ,2009-09-04,0,0,326,20,72,72
26000,The Maw                                   ,2009-03-09,0,15,161,36,14,14
26300,Drug Wars                                 ,2009-03-17,0,0,13,31,0,0
26800,Braid                                     ,2009-04-10,0,12,6529,386,178,251
26900,Crayon Physics Deluxe                     ,2009-05-06,0,0,668,109,20,26
27000,The Path                                  ,2009-03-18,0,0,502,177,49,64
27020,The Graveyard                             ,2009-03-09,0,0,305,199,0,0
27050,Fatale                                    ,2009-11-04,0,0,53,44,0,0
27200,Summer Athletics                          ,2009-04-02,0,0,14,10,0,0
27330,Blacklight: Tango Down                    ,2010-07-14,0,12,132,209,129,193
27400,Dangerous High School Girls in Trouble!™,2009-02-23,0,0,111,63,105,105
27600,Mevo and The Grooveriders                 ,2009-03-20,0,40,23,2,0,0
27800,Space Giraffe                             ,2009-03-19,0,0,36,17,0,0
27810,Gridrunner Revolution                     ,2010-02-22,0,0,36,9,9,9
27900,Twin Sector                               ,2009-09-16,0,0,88,150,0,0
27920,Booster Trooper                           ,2010-04-23,0,260,91,94,10,10
27940,Dead Horde                                ,2011-07-27,0,28,206,406,82,82
28000,Kane & Lynch 2: Dog Days                  ,2010-08-17,18,59,2822,1919,282,301
29120,Yumsters 2: Around the World              ,2009-11-12,0,0,53,26,0,0
29130,Musaic Box                                ,2009-03-19,0,0,178,12,0,0
29160,Blueberry Garden                          ,2009-06-01,0,0,96,28,9,9
29180,Osmos                                     ,2009-08-18,0,11,857,105,27,27
29800,Caster                                    ,2009-03-19,0,0,3277,868,120,160
29900,Dark Sector                               ,2009-03-24,0,0,337,96,0,0
31270,Puzzle Agent                              ,2010-07-01,0,0,1574,214,69,110
31300,Tunnel Rats                               ,2009-05-15,0,0,11,19,0,0
31800,Nancy Drew®: Danger by Design            ,2009-10-10,0,0,15,9,0,0
31810,Nancy Drew®: Last Train to Blue Moon Cany,2009-10-10,0,0,50,4,0,0
31820,Nancy Drew®: The Haunted Carousel        ,2009-10-10,0,0,35,6,0,0
31830,Nancy Drew®: Curse of Blackmoor Manor    ,2009-10-10,0,0,66,7,0,0
31840,Nancy Drew®: Danger on Deception Island  ,2009-10-10,0,0,32,2,0,0
31850,Nancy Drew®: Ghost Dogs of Moon Lake     ,2009-10-10,0,0,34,4,0,0
31860,Nancy Drew®: Legend of the Crystal Skull ,2009-07-17,0,0,24,3,0,0
31870,"Nancy Drew® Dossier: Lights, Camera, Curs",2009-07-17,0,0,10,12,0,0
31880,Nancy Drew®: Secret of the Old Clock     ,2009-10-10,0,0,28,2,0,0
31890,Nancy Drew®: Secret of the Scarlet Hand  ,2009-10-10,0,0,20,3,0,0
31900,Nancy Drew®: The Creature of Kapu Cave   ,2009-07-17,0,0,19,7,0,0
31910,Nancy Drew®: The Haunting of Castle Mallo,2009-07-17,0,0,26,6,0,0
31920,Nancy Drew®: The Phantom of Venice       ,2009-07-17,0,0,19,6,0,0
31930,Nancy Drew®: The White Wolf of Icicle Cre,2009-07-17,0,0,27,9,0,0
31980,Nancy Drew®: Ransom of the Seven Ships   ,2009-07-21,0,14,18,9,0,0
32000,Raycatcher                                ,2009-04-17,0,0,0,13,0,0
